"","chimp","ageDays","sex","wbc","rbc","hct","hgb","mcv","mch","mchc","lymph","monos","eos","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","globulin","triglycerides","ggtp","osmolal"
"893","Lolita",37.2356164383562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,16,1,7.8,3.5,0.4,86,35,46,310,9.5,2.8,142,2.3,87,4.3,57,NA,NA
"894","Lolita",38.213698630137,0,10600,4.31,36.3,11.9,84.2,27.6,32.8,0.042,3,1,106,13,0.9,7.6,3.1,0.4,58,25,26,283,9.3,1,140,2.3,92,4.5,76,NA,NA
"895","Lolita",39.3342465753425,0,10600,4.95,42.1,14.2,85.1,28.7,33.7,0.054,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","Lolita",39.3369863013699,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,18,1.1,8.3,3.6,0.2,78,36,31,286,8.8,31,141,2.3,89,4.7,70,30,278
"897","Lolita",40.9205479452055,0,8900,4.85,40.8,13.5,84.1,27.8,33.1,0.047,5,4,107,12,0.9,7.8,3.8,0.1,147,25,16,233,9,1.5,137,2.6,96,4,138,16,270
"898","Lucas",18.4547945205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","Lucas",10.5150684931507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,7,1.1,8,4.1,0.4,248,24,25,193,9.7,2,145,4.1,104,3.9,48,21,286
"900","Lucas",14.7342465753425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","Lucas",17.9150684931507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","Lucas",4.50958904109589,NA,13500,5.51,42.8,14.3,77.7,26,33.4,0.039,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","Lucas",6.5972602739726,NA,9900,5.66,44.8,14.7,79.2,26,32.8,0.06,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","Lucas",7.53698630136986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,13,1,7.5,3.7,0.1,1027,28,19,218,9.9,3.4,138,3.8,100,3.8,75,28,274
"906","Lucas",8.54246575342466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,11,1.2,7.4,3.7,0.2,841,30,27,159,9.8,3.3,145,3.7,100,3.7,60,22,287
"907","Lucas",5.49315068493151,NA,7200,5.25,41.5,14,79,26.7,33.7,0.049,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","Lucas",9.80821917808219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,11,1,7.2,3.7,0.2,289,35,25,197,9.2,3.5,138,3.9,101,3.5,70,20,274
"909","Lucy",40.7041095890411,0,8900,4.99,41.8,12.4,83.8,24.8,29.7,0.067,0,6,89,19,1.2,7.2,2.2,0.3,67,19,22,343,8.7,3.8,142,4.2,97,5,76,NA,NA
"910","Lucy",41.7369863013699,0,14500,4.7,37.1,11.5,78.9,24.5,31,0.051,7,1,101,15,1.4,7.4,2,0.3,121,14,27,335,8.5,4.2,139,4.1,96,5.4,96,NA,NA
"911","Lucy",42.7205479452055,0,10300,4.37,35.5,11.1,81.2,25.4,31.3,0.057,6,3,96,27,2.1,9,2.1,0.1,67,14,22,248,8.1,2,136,3.7,98,6.9,75,19,275
"912","Lucy",44.4246575342466,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,53,5,7.9,2.3,0.1,111,20,27,222,12.4,0.9,132,4,95,5.6,143,22,278
"913","Lulu",46.186301369863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,16,1.1,7.8,3.9,0.3,96,14,17,204,9.4,1.9,144,2.6,105,3.9,76,20,284
"914","Lulu",47.0876712328767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,17,0.6,7.7,3.7,0.3,96,9,16,206,9.9,2.8,143,2.9,100,4,70,13,283
"915","Lulu",51.2219178082192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","Lulu",45.1452054794521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,12,1.4,7.5,3.3,0.2,66,15,25,226,9.5,1.1,140,2.9,97,4.2,60,11,277
"917","Lulu",40.1397260273973,0,10100,5.56,45.2,14.2,81.3,25.5,31.4,0.018,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","Lulu",41.1397260273973,0,5800,5.57,44.6,14.3,80.1,25.7,32.1,0.048,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","Lulu",42.2109589041096,0,7100,5.47,45,14.6,82.3,26.7,32.4,0.043,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","Lulu",53.1452054794521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","Lulu",54.241095890411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","Lulu",44.186301369863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,10,0.9,7.4,3.8,0.3,92,11,17,213,9.5,1.6,140,2.5,99,3.6,76,26,274
"925","Luther",13.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,7,1.3,7.3,3.8,0.3,68,24,23,141,9.8,4.3,140,4.7,102,3.5,97,28,276
"926","Luther",20.8575342465753,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","Luther",17.7479452054795,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","Luther",18.572602739726,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","Luther",12.413698630137,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,8,0.9,6.8,3.7,0.3,94,23,20,155,8.9,4,140,4.9,104,3.1,68,20,277
"930","Luther",7.81095890410959,1,24100,4.9,41.5,12.6,84.7,25.7,30.4,0.063,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","Luther",8.88219178082192,1,15900,4.77,40.8,13.4,85.5,28.1,32.8,0.035,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","Luther",9.51506849315068,1,9200,5.87,49.6,16.3,84.5,27.8,32.9,0.034,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","Luther",19.6054794520548,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","Luther",11.5315068493151,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,10,1.3,6.6,3.8,0.5,131,23,19,149,9.9,3.3,138,4.4,102,2.8,62,31,274
"935","Luther",10.6849315068493,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,7,1,6.2,3,0.2,95,47,41,176,10.3,1.8,135,4.5,100,3.2,82,26,267
"938","Lux",28.641095890411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","Lux",22.6739726027397,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,11,0.9,7.3,3.8,0.2,32,36,17,206,8.8,4.9,136,3.1,96,3.5,122,17,267
"940","Lux",25.6876712328767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","Lux",28.1753424657534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","Lux",15.5945205479452,0,15100,5.78,45.1,15.5,78,26.8,34.4,0.021,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","Lux",16.5945205479452,0,10900,5.72,44.9,15.3,78.5,26.7,34.1,0.028,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","Lux",17.6082191780822,0,10100,5.9,46,15.6,78,26.4,33.9,0.054,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","Lux",19.5698630136986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,11,1,7.4,3.5,0.1,135,29,15,206,9,2.7,140,3.9,101,3.9,67,20,279
"946","Lux",20.7561643835616,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,11,1,7.9,4,0.3,132,29,25,222,9.1,4.8,142,3.4,100,3.9,107,20,280
"947","Lux",21.6356164383562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,10,1.1,7.4,3.8,0.3,149,35,16,202,8.5,4.3,141,3.1,106,3.6,124,20,277
"948","Lyons",13.5178082191781,0,13100,4.77,41,13.1,86,27.5,32,0.013,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","Lyons",14.6301369863014,0,8600,5.1,43.6,13.5,85.5,26.5,31,0.029,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","Lyons",15.5890410958904,0,9300,5.07,43.1,13.5,85,26.6,31.3,0.031,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","Lyons",17.6849315068493,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,62,4.1,8.4,4.6,0.3,120,32,58,190,9,0.9,154,4.1,105,3.8,154,25,321
"952","Lyons",18.6931506849315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,68,4.4,7.4,3.6,0.3,94,28,47,154,14.7,1,138,4.4,96,3.8,117,20,293
"953","Lyons",19.7287671232877,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,77,4.9,7.5,3.9,0.4,79,35,39,151,15,1,136,3.5,94,3.6,110,19,292
"954","Lyons",20.3452054794521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,112,6.6,7.8,4.2,0.3,76,39,49,155,17.6,1.6,136,4.6,95,3.6,104,25,305
"955","Magnum",13.7150684931507,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,13,1.2,8.9,3.1,0.2,257,9,19,218,9.4,5.6,139,4,98,5.8,280,111,278
"956","Magnum",9.74246575342466,1,7900,5.85,47.4,15.9,81,27.2,33.5,0.027,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","Magnum",11.8520547945205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,15,1.4,8.4,3.4,0.3,80,33,37,175,9.5,4.5,141,3.7,96,5,71,27,279
"958","Magnum",12.7753424657534,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,13,1.1,9,3.1,0.2,116,30,79,188,9.2,4.2,142,3.4,96,5.9,74,83,281
"959","Magnum",7.77260273972603,1,7100,5.75,44.9,15,78.1,26.1,33.4,0.022,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","Magnum",14.4438356164384,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,10,1,8,3.6,0.3,213,31,54,176,9.2,3.2,142,3.7,100,4.4,75,177,281
"961","Magnum",8.82465753424658,1,8600,5.68,46.1,15.3,81.2,26.9,33.2,0.037,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","Mai",45.8904109589041,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","Mai",33.0876712328767,1,12400,5.37,45.4,13.9,84.5,25.9,30.6,0.034,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","Mai",34.1917808219178,1,11000,5.34,43.3,14,81.1,26.2,32.3,0.027,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","Mai",44.8931506849315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","Mai",37.3917808219178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,9,0.8,7.8,3.4,0.2,85,28,17,200,9.4,3.1,143,3.4,106,4.4,170,23,281
"967","Mai",38.4739726027397,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,11,0.9,7.2,2.9,0.2,76,16,17,209,8,2.2,141,3.2,106,4.3,186,21,277
"968","Mai",39.4876712328767,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,11,0.8,7.7,3.3,0.1,82,20,23,264,8.6,2.8,144,3.4,105,4.4,218,17,284
"969","Mai",35.2657534246575,1,9600,5.12,43.6,13.8,85.2,27,31.7,0.022,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","Mai",43.9534246575342,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","Mai",40.5616438356164,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,9,0.7,7.1,3,0.2,75,16,25,240,8.9,3.6,143,3.1,102,4.1,236,20,281
"972","Marietta",25.5972602739726,1,13000,4.35,37.8,12.4,86.9,28.5,32.8,0.055,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","Marietta",26.6493150684932,1,12400,4.66,39,12.8,83.7,27.5,32.8,0.05,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","Marietta",27.6328767123288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,10,1,8,3.9,0.3,55,29,17,194,8.9,2,133,3.5,97,4.1,86,16,262
"975","Marietta",24.5780821917808,1,18700,3.91,34.2,11,87.5,28.1,32.2,0.08,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","Marietta",28.5945205479452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,13,1.1,8.2,3.7,0.4,66,33,27,178,9.5,2.3,141,3.8,98,4.5,121,23,279
"977","Marietta",29.8547945205479,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,15,0.9,7.4,3.4,0.2,131,52,13,226,9,3,143,3.2,102,4,37,17,283
"978","Marietta",30.6575342465753,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,13,0.9,8.8,4,0.5,97,37,22,212,9.3,3.3,140,3.2,96,4.8,105,19,275
"979","Marietta",36.7260273972603,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","Marietta",37.2821917808219,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","Marietta",37.9917808219178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","Marietta",38.6739726027397,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","Marilyne",26.6821917808219,1,10000,5.34,40.3,13.6,75.5,25.5,33.7,0.031,3,0,90,11,0.6,7.1,3.2,0.4,53,21,16,239,8.8,3.8,141,2.6,94,3.9,52,NA,NA
"984","Marilyne",27.8630136986301,1,11800,5.23,41.3,13.6,79,26,32.9,0.015,2,0,93,14,0.9,6.6,3.5,0.3,54,62,50,235,8.2,3.2,140,2.1,92,3.1,95,23,274
"985","Marilyne",28.9205479452055,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,11,0.8,6.6,3.4,0.1,25,39,25,207,8.1,1.9,141,2.6,100,3.2,86,15,276
"986","Marilyne",25.8712328767123,1,8400,5.19,41.8,13.1,80.5,25.2,31.3,0.023,1,0,82,12,0.8,6.9,3.4,0.5,58,40,69,276,8.9,3.2,145,2,93,3.5,42,NA,NA
"987","Martha",36.3342465753425,0,8400,4.51,37,11.8,82,26.2,31.9,0.066,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","Martha",37.5315068493151,0,20800,4.59,36,12.2,78.4,26.6,33.9,0.006,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","Martha",40.5808219178082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,1.2,8.1,3.6,0.3,74,31,19,321,9.6,1.3,139,2.8,101,4.5,148,27,273
"991","Martha",41.4794520547945,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,12,1.5,8,3.4,0.3,72,28,17,225,8.9,1,143,2.8,101,4.6,118,19,283
"993","Martha",38.5452054794521,0,11800,4.28,34.9,11.6,81.5,27.1,33.2,0.021,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","Martha",49.4575342465753,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","Martha",49.4767123287671,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","Martha",42.6328767123288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,12,1.2,8.1,3.7,0.3,60,35,11,226,9.2,1.3,139,3,104,4.4,176,17,274
"997","Martha",43.5479452054795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,10,1.1,8,3.8,0.2,79,41,49,239,9.6,2,140,2.6,99,4.2,120,18,274
"998","Martha",50.0465753424658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","Mary",36.9315068493151,0,12700,4.76,40.8,13.1,85.7,27.5,32.1,0.058,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","Mary",37.9890410958904,0,15800,4.11,36.7,11.7,89.3,28.5,31.9,0.071,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","Mary",38.8191780821918,0,21800,4.38,38.6,12.5,88.1,28.5,32.4,0.053,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","Mary",50.0465753424658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","Mary",43.986301369863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,9,1.1,8.5,3.7,0.3,111,22,17,202,9.6,2.6,148,3.3,105,4.8,164,21,291
"1004","Mary",40.9671232876712,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,9,1.1,8.3,3.9,0.2,91,34,23,236,9.5,2.7,145,3.7,106,4.4,191,23,286
"1006","Mary",42.9561643835616,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,12,0.8,8.2,3.6,0.2,121,29,14,198,9.2,3.6,141,3.3,101,4.6,138,27,278
"1007","Mary",49.627397260274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","Mary",48.1561643835616,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","Mary",42.0876712328767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,9,1.3,8.2,3.3,0.2,78,19,17,201,12.1,2.2,141,3.3,101,4.9,195,20,277
"1011","Mason",14.1178082191781,0,17200,5.33,43.4,14.3,81.4,26.8,32.9,0.018,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","Mason",15.1123287671233,0,12100,5.5,45.1,14.2,82,25.8,31.5,0.038,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","Mason",17.0739726027397,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,13,1.6,6.9,3.4,0.2,136,35,30,206,9.7,1.4,145,3.7,103,3.5,67,55,288
"1014","Mason",18.1013698630137,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,14,1.7,6.6,3.4,0.2,95,35,32,201,8.6,1.7,144,3.1,102,3.2,102,40,284
"1015","Mason",19.1780821917808,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,21,1.6,7.2,3.4,0.2,96,36,42,251,9.2,1.6,144,3.1,99,3.8,90,33,286
"1016","Mason",13.2164383561644,0,18300,4.44,36.4,11.5,82,25.9,31.6,0.051,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","Mason",19.7945205479452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,19,1.4,7.4,3.6,0.2,115,35,42,217,8.7,2.8,145,3.6,100,3.8,114,29,288
"1018","Maverick",1.96438356164384,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,8,0.5,7.5,3.5,0.3,635,25,14,271,10.2,5.2,137,4.7,103,4,30,NA,NA
"1019","Maverick",3,1,8900,5.18,39.1,12.7,75.5,24.5,32.5,0.037,1,2,89,15,0.5,7,3.2,0.4,512,20,14,282,9.9,4.6,137,4.5,102,3.8,47,NA,NA
"1020","Maverick",4.29041095890411,1,7200,5.05,37.2,12.8,73.7,25.3,34.4,0.03,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","Maverick",4.99178082191781,1,11100,5.15,38.7,13.3,75.1,25.8,34.4,0.031,0,0,98,18,0.8,7.2,3.7,0.3,576,32,17,293,9.9,5,135,4.3,98,3.5,77,29,271
"1022","Maverick",6.04931506849315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,10,0.6,7,3.8,0.1,541,36,23,237,9.2,4.9,133,4.1,98,3.2,72,17,264
"1023","Maxine",45.4849315068493,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,18,1.4,7.5,2.7,0.1,176,33,23,247,9.5,1.8,140,3.3,96,4.8,117,20,280
"1024","Maxine",41.4849315068493,0,13600,4.57,39.5,12.7,86.4,27.8,32.2,0.076,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","Maxine",43.441095890411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,23,1.2,7.2,2.4,0.1,162,53,37,216,9.7,2.5,143,3.6,101,4.8,80,23,287
"1026","Maxine",44.4602739726027,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,19,1.2,7.3,2.7,0.1,123,41,27,231,9.7,2.1,146,3.2,104,4.6,76,22,292
"1027","Maxine",38.4465753424658,0,22800,5.09,43.7,13.6,85.9,26.7,31.1,0.049,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","Maxine",46.5068493150685,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,21,1.1,7.1,2.8,0.2,180,31,20,278,8.8,2.2,139,3.3,93,4.3,99,23,278
"1029","Maxine",39.4630136986301,0,19200,4.7,39,12.4,83,26.4,31.8,0.055,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","Maxine",50.4931506849315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","Maxine",52.4356164383562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","Maxine",53.2328767123288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","Mega",18.4684931506849,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,8,0.7,7.1,3.7,0.2,86,17,50,197,9.1,2.6,140,3.2,113,3.4,131,20,275
"1034","Mega",18.986301369863,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,10,0.7,7.5,4,0.2,70,17,20,204,10.5,2.6,142,2.8,99,3.5,154,22,279
